%name       obsNum      type     dRa(mas)     dDe(mas)
0840+424         5      none      -0.0988      -0.0145
0841+386         5      none      -0.1057      -0.1763
0847+379         4      none      -0.1085      -0.0929
0859+433         5      none       0.0829      -0.0772
0900+428         5      none       0.1227      -0.0801
0911+354         5      none      -0.1352       0.0475
0913+391         5      none      -0.0631       0.0252
0920+416         5      none      -0.0196      -0.0144
0922+407         5      none       0.0335       0.2766
0927+352         5      none       0.1846       0.0593
0936+419         5      none      -0.0188       0.1658
0942+358         7      none      -0.0063       0.1981
0945+408        54      none       0.0168       0.0034
0949+354        59      none       0.0502      -0.0385
1010+350         5      none       0.1236       0.0268
1015+359       177      none      -0.0211       0.0339
1019+429         5      none      -0.0308      -0.0433
1020+400        21      none       0.0058       0.0021
1030+415       368      none      -0.2667       0.0799
1030+398         5      none       0.1721       0.0480
1055+433         5      none       0.1437       0.0556
1058+393         6      none       0.2226       0.1002
1105+437         4      none       0.1054      -0.0324
1107+443         5      none       0.0994       0.0188
1125+366        46      none       0.0800      -0.0108
1136+408         5      none       0.0721       0.0225
1144+352         6      none       2.0987      -1.5697
1147+438         5      none       0.0785      -0.0174
1151+408         5      none      -0.3493       0.0576
1204+399        18      none       0.1489       0.0466
1206+416         5      none       0.1649       0.1757
1213+350        45      none      -0.0189       0.0197
1218+384         5      none      -0.0302       0.1027
1222+438         5      none       0.0346       0.0968
1223+395         5      none       0.4469       0.2940
1225+368         5      none       0.2442       0.2231
1232+366         6      none       0.3282       0.0238
1240+381        62      none      -0.0422       0.1110
1242+410         5      none       0.2574       0.1451
1321+410         5      none       0.0492       0.0589
1325+437         5      none       0.0914       0.1702
1357+404         5      none       0.0497      -0.0107
1413+373         5      none       0.3588      -0.1076
1424+366        56      none       0.1063       0.0677
1428+422        18      none       0.1196       0.1729
1429+400         5      none       0.1055       0.0361
1432+422         5      none       0.0346      -0.0200
1436+373         5      none      -0.0213       0.0074
1438+385         5      none      -0.0804      -0.0772
1456+375         5      none       0.0346       0.0431
1504+377       380    define      -0.0073      -0.0086
1505+428         6      none       0.1163       0.1314
1520+437       401    define       0.0419       0.0459
1615+364         5      none       0.0563       0.2283
1621+392         5      none       0.1258      -0.1136
1624+416        27      none      -0.0195       0.0344
   3C345        84      none       0.5235       0.2096
1645+410         5      none       0.0814       0.0496
1646+411         5      none      -0.0294       0.0571
1651+391        99      none       0.0317       0.0091
1719+357         5      none       0.1400       0.0066
1722+401         7      none       0.0603       0.1335
1732+389       228      none       0.0243      -0.0024
1734+363        13      none       0.1606       0.0558
1739+438         5      none       0.1872      -0.0420
1742+378         5      none      -0.0100      -0.0859
1742+402         5      none      -0.5013       0.2373
1747+433         5      none       0.0226       0.0306
1751+441        21      none      -0.0058       0.0038
1800+440       136      none       0.0463       0.0239
1811+430         5      none       0.2533       0.1808
1812+412         5      none       0.1368       0.0621
1820+397         5      none       0.0844       0.1745
1828+399         5      none       0.2578      -0.0174
1839+389         7      none       0.1392       0.0927
1843+356         5      none       0.0259       0.0398
1850+402         5      none       0.5124       0.1550
1853+376         6      none      -0.1045       0.3581
1910+375         4      none      -0.0262       0.0462
1934+365         5      none       0.1321      -0.2460
1938+371         5      none       0.1316       0.2206
1946+358         5      none       0.2378       0.1397
1951+355        26    define      -0.0193      -0.2031
1959+437         5      none       0.4591       0.1874
2048+361         5      none      -0.0537      -0.9721
2050+364         5      none       0.3504      -0.4819
2107+353         5      none      -0.2006      -0.4376
2138+389         5      none      -0.0219       0.0517
2202+363         5      none      -0.0081       0.0734
2207+374         7      none      -0.2696      -0.3636
2207+356         8      none       0.0360      -0.1302
2231+425         5      none      -0.0996      -0.0242
2238+410         4      none      -0.1098      -0.0308
2241+406         5      none       0.0675      -0.0189
2246+370         4      none      -0.0276       0.0107
2253+417        24      none       0.0137      -0.0253
2255+416         5      none      -0.0043       0.1577
2259+371         5      none      -0.0103       0.1218
2300+386         5      none      -0.0695       0.1175
2304+377         6      none       5.3853      -3.0446
2310+385         5      none      -0.3326      -0.2183
2330+387         5      none       0.8287       0.2720
2344+429         5      none       0.0154      -0.0700
2346+385         6      none      -0.0270      -0.1212
2356+390         5      none      -0.1543       0.0354
2356+385      1272    define       0.0111      -0.0204
1823+568       220      none       0.0831       0.0279
1236+077       131    define       0.0070       0.0321
0422+004       157      none       0.0174      -0.0160
0459+060        11      none       0.1154      -0.2209
0707+476        97      none      -0.0430       0.0013
0743-006       142    define       0.0251      -0.0265
0808+019       728    define      -0.0008      -0.0082
1038+064       114      none      -0.0371       0.0753
1546+027       713      none       0.0394      -0.0628
1717+178       118    define       0.0500      -0.0090
1725+044        40    define       0.0453       0.0698
2029+121       158    define       0.0504      -0.0238
2131-021       225      none       0.0022      -0.0475
0610+260        23      none      -0.0850      -0.0608
0047-579        17      none      -0.4934       0.1717
0113-118        27      none       0.2262       0.1029
0230-790        80    define       0.2788      -0.0108
0252-549        20      none      -0.2098      -0.0590
0312-770        13      none       0.7671       0.2959
0334-546        36      none       0.1379      -0.0077
0426-380       105      none       0.0184      -0.0196
0454-810       185    define       0.0483      -0.0656
0503-608         5      none      -0.2478       0.1944
0517-726         8      none      -0.8579      -0.1733
0524-460        28      none      -0.1291      -0.0415
0537-286       654    define       0.0264      -0.0362
0646-306       489    define      -0.0492      -0.0677
0736-332         8      none      -0.3089       0.1837
